locus_id,chrom,sentinel_pos,confidence,label_set,gene_id,gene_name,gene_biotype,label,abs_tss_distance,tss_distance_rank,is_nearest_tss,has_any_brain_eqtl,brain_eqtl_max_slope,brain_eqtl_max_neg_log10_pval,has_re2g_link,re2g_max_score,re2g_total_elements,has_both_eqtl_and_re2g
LOC_12_95114195_GCST005194,12,95114195,High,ot_platform,ENSG00000303924,ENSG00000303924,lncRNA,0,240474,9,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_95114195_GCST005194,12,95114195,High,ot_platform,ENSG00000289510,ENSG00000289510,lncRNA,0,222140,8,0,1,1.1763372421264648,4.932471851843231,0,0.0,0,0
LOC_12_95114195_GCST005194,12,95114195,High,ot_platform,ENSG00000293398,ENSG00000293398,lncRNA,0,328319,13,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_95114195_GCST005194,12,95114195,High,ot_platform,ENSG00000304223,ENSG00000304223,lncRNA,0,348934,14,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_95114195_GCST005194,12,95114195,High,ot_platform,ENSG00000293270,PGAM1P5,lncRNA,0,437387,17,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_95114195_GCST005194,12,95114195,High,ot_platform,ENSG00000308321,ENSG00000308321,lncRNA,0,464768,19,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_95114195_GCST005194,12,95114195,High,ot_platform,ENSG00000308340,ENSG00000308340,lncRNA,0,497977,20,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_66691644_GCST90018808,15,66691644,High,ot_platform,ENSG00000137834,SMAD6,protein_coding,0,10592,1,1,0,0.0,-0.0,1,0.999997881823331,18,0
LOC_15_66691644_GCST90018808,15,66691644,High,ot_platform,ENSG00000259437,ENSG00000259437,lncRNA,0,228167,13,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_66691644_GCST90018808,15,66691644,High,ot_platform,ENSG00000166938,DIS3L,protein_coding,0,398427,22,0,1,1.6595715284347534,15.536440874223032,1,0.9999892972750344,6,1
LOC_15_66691644_GCST90018808,15,66691644,High,ot_platform,ENSG00000260773,ENSG00000260773,lncRNA,0,359941,18,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_66691644_GCST90018808,15,66691644,High,ot_platform,ENSG00000075131,TIPIN,protein_coding,0,304898,16,0,1,1.5038957595825195,38.2002474667402,1,0.9999986102915892,3,1
LOC_15_66691644_GCST90018808,15,66691644,High,ot_platform,ENSG00000169032,MAP2K1,protein_coding,0,304807,15,0,0,0.0,-0.0,1,0.9999956551632124,4,0
LOC_15_66691644_GCST90018808,15,66691644,High,ot_platform,ENSG00000261351,ENSG00000261351,lncRNA,0,199535,12,0,1,0.846361517906189,7.422724722842216,0,0.0,0,0
LOC_15_66691644_GCST90018808,15,66691644,High,ot_platform,ENSG00000174446,SNAPC5,protein_coding,0,193864,11,0,1,0.8816025257110596,7.560840168571877,1,0.9999902001721036,2,1
LOC_15_66691644_GCST90018808,15,66691644,High,ot_platform,ENSG00000174444,RPL4,protein_coding,0,167112,8,0,1,0.7089895606040955,5.087439751607268,1,0.9999928404263054,3,1
LOC_15_66691644_GCST90018808,15,66691644,High,ot_platform,ENSG00000174442,ZWILCH,protein_coding,0,186685,10,0,1,1.5875383615493774,6.683074194485306,1,0.9999945988996796,3,1
LOC_15_66691644_GCST90018808,15,66691644,High,ot_platform,ENSG00000274995,ENSG00000274995,lncRNA,0,48801,2,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_66691644_GCST90018808,15,66691644,High,ot_platform,ENSG00000157890,MEGF11,protein_coding,0,437888,23,0,0,0.0,-0.0,1,0.9999979597695288,30,0
LOC_15_66691644_GCST90018808,15,66691644,High,ot_platform,ENSG00000188501,LCTL,protein_coding,0,125646,6,0,1,0.2852221131324768,5.619324132276674,1,0.9999999975667856,15,1
LOC_15_66691644_GCST90018808,15,66691644,High,ot_platform,ENSG00000277152,ENSG00000277152,lncRNA,0,168659,9,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_66691644_GCST90018808,15,66691644,High,ot_platform,ENSG00000166949,SMAD3,protein_coding,1,372119,19,0,1,0.8895242214202881,5.522399950950469,1,0.9999819924563368,7,1
LOC_15_66691644_GCST90018808,15,66691644,High,ot_platform,ENSG00000259202,SMAD3-AS1,lncRNA,0,455295,24,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_66691644_GCST90018808,15,66691644,High,ot_platform,ENSG00000295030,ENSG00000295030,lncRNA,0,111800,4,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_66691644_GCST90018808,15,66691644,High,ot_platform,ENSG00000259289,SMASR,lncRNA,0,265680,14,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_66691644_GCST90018808,15,66691644,High,ot_platform,ENSG00000299886,ENSG00000299886,lncRNA,0,116924,5,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_66691644_GCST90018808,15,66691644,High,ot_platform,ENSG00000300709,ENSG00000300709,lncRNA,0,310916,17,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_66691644_GCST90018808,15,66691644,High,ot_platform,ENSG00000261318,DIS3L-AS1,lncRNA,0,398152,21,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_66691644_GCST90018808,15,66691644,High,ot_platform,ENSG00000305721,ENSG00000305721,lncRNA,0,150640,7,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_66691644_GCST90018808,15,66691644,High,ot_platform,ENSG00000259471,LINC01169,lncRNA,0,109454,3,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_66691644_GCST90018808,15,66691644,High,ot_platform,ENSG00000259347,SMAD3-DT,lncRNA,0,373624,20,0,0,0.0,-0.0,0,0.0,0,0
LOC_21_35023677_GCST90002400,21,35023677,Medium,otg_original,ENSG00000234703,ENSG00000234703,lncRNA,0,112961,1,1,0,0.0,-0.0,0,0.0,0,0
LOC_21_35023677_GCST90002400,21,35023677,Medium,otg_original,ENSG00000159212,CLIC6,protein_coding,0,354683,6,0,1,0.6036738753318787,10.762391954297204,0,0.0,0,0
LOC_21_35023677_GCST90002400,21,35023677,Medium,otg_original,ENSG00000288711,ENSG00000288711,protein_coding,0,408764,11,0,0,0.0,-0.0,0,0.0,0,0
LOC_21_35023677_GCST90002400,21,35023677,Medium,otg_original,ENSG00000159200,RCAN1,protein_coding,0,408564,10,0,1,0.426453173160553,5.166308670506182,1,0.9999897248882064,11,1
LOC_21_35023677_GCST90002400,21,35023677,Medium,otg_original,ENSG00000159216,RUNX1,protein_coding,1,980990,12,0,1,0.8193867206573486,4.822817780748762,1,0.9999981015085108,18,1
LOC_21_35023677_GCST90002400,21,35023677,Medium,otg_original,ENSG00000286153,RUNX1-AS1,lncRNA,0,187391,2,0,0,0.0,-0.0,0,0.0,0,0
LOC_21_35023677_GCST90002400,21,35023677,Medium,otg_original,ENSG00000234380,LINC01426,lncRNA,0,277952,4,0,0,0.0,-0.0,0,0.0,0,0
LOC_21_35023677_GCST90002400,21,35023677,Medium,otg_original,ENSG00000297102,ENSG00000297102,lncRNA,0,192639,3,0,0,0.0,-0.0,0,0.0,0,0
LOC_21_35023677_GCST90002400,21,35023677,Medium,otg_original,ENSG00000302803,ENSG00000302803,lncRNA,0,378670,8,0,0,0.0,-0.0,0,0.0,0,0
LOC_21_35023677_GCST90002400,21,35023677,Medium,otg_original,ENSG00000303927,ENSG00000303927,lncRNA,0,359775,7,0,0,0.0,-0.0,0,0.0,0,0
LOC_21_35023677_GCST90002400,21,35023677,Medium,otg_original,ENSG00000309377,ENSG00000309377,lncRNA,0,380732,9,0,0,0.0,-0.0,0,0.0,0,0
LOC_21_35023677_GCST90002400,21,35023677,Medium,otg_original,ENSG00000230978,LINC00160,lncRNA,0,286473,5,0,0,0.0,-0.0,1,0.9999999960748582,4,0
LOC_9_27491944_GCST005647,9,27491944,High,ot_platform,ENSG00000184434,LRRC19,protein_coding,0,486272,22,0,0,0.0,-0.0,0,0.0,0,0
LOC_9_27491944_GCST005647,9,27491944,High,ot_platform,ENSG00000254396,ENSG00000254396,lncRNA,0,389314,18,0,0,0.0,-0.0,0,0.0,0,0
LOC_9_27491944_GCST005647,9,27491944,High,ot_platform,ENSG00000120160,EQTN,protein_coding,0,194794,11,0,0,0.0,-0.0,0,0.0,0,0
LOC_9_27491944_GCST005647,9,27491944,High,ot_platform,ENSG00000237734,ENSG00000237734,lncRNA,0,100210,7,0,0,0.0,-0.0,0,0.0,0,0
LOC_9_27491944_GCST005647,9,27491944,High,ot_platform,ENSG00000120156,TEK,protein_coding,0,382803,17,0,1,1.2176157236099243,5.680332013012237,0,0.0,0,0
LOC_9_27491944_GCST005647,9,27491944,High,ot_platform,ENSG00000096872,IFT74,protein_coding,0,544905,24,0,1,1.6238545179367065,26.674814482505127,1,0.9999836202211794,2,1
LOC_9_27491944_GCST005647,9,27491944,High,ot_platform,ENSG00000120162,MOB3B,protein_coding,0,37870,4,0,0,0.0,-0.0,1,0.9999988537773364,21,0
LOC_9_27491944_GCST005647,9,27491944,High,ot_platform,ENSG00000147896,IFNK,protein_coding,0,32346,2,0,0,0.0,-0.0,0,0.0,0,0
LOC_9_27491944_GCST005647,9,27491944,High,ot_platform,ENSG00000285103,EMICERI,lncRNA,0,37141,3,0,1,1.1159155368804932,11.998535527950747,0,0.0,0,0
LOC_9_27491944_GCST005647,9,27491944,High,ot_platform,ENSG00000147894,C9orf72,protein_coding,1,81922,6,0,1,0.4908481240272522,23.873365754298494,1,0.9999732465627156,3,1
LOC_9_27491944_GCST005647,9,27491944,High,ot_platform,ENSG00000260390,ENSG00000260390,lncRNA,0,337332,16,0,0,0.0,-0.0,0,0.0,0,0
LOC_9_27491944_GCST005647,9,27491944,High,ot_platform,ENSG00000260412,ENSG00000260412,lncRNA,0,452553,21,0,1,0.19332118332386017,9.541055948994472,0,0.0,0,0
LOC_9_27491944_GCST005647,9,27491944,High,ot_platform,ENSG00000174482,LINGO2,protein_coding,0,1721657,25,0,1,0.5192769169807434,8.681459909387135,0,0.0,0,0
LOC_9_27491944_GCST005647,9,27491944,High,ot_platform,ENSG00000294991,ENSG00000294991,lncRNA,0,328737,15,0,0,0.0,-0.0,0,0.0,0,0
LOC_9_27491944_GCST005647,9,27491944,High,ot_platform,ENSG00000291187,REXO6P,lncRNA,0,207075,13,0,0,0.0,-0.0,0,0.0,0,0
LOC_9_27491944_GCST005647,9,27491944,High,ot_platform,ENSG00000297562,ENSG00000297562,lncRNA,0,498995,23,0,0,0.0,-0.0,0,0.0,0,0
LOC_9_27491944_GCST005647,9,27491944,High,ot_platform,ENSG00000299499,ENSG00000299499,lncRNA,0,398362,19,0,0,0.0,-0.0,0,0.0,0,0
LOC_9_27491944_GCST005647,9,27491944,High,ot_platform,ENSG00000300243,ENSG00000300243,lncRNA,0,46460,5,0,0,0.0,-0.0,0,0.0,0,0
LOC_9_27491944_GCST005647,9,27491944,High,ot_platform,ENSG00000287355,ENSG00000287355,lncRNA,0,6307,1,1,0,0.0,-0.0,0,0.0,0,0
LOC_9_27491944_GCST005647,9,27491944,High,ot_platform,ENSG00000304245,ENSG00000304245,lncRNA,0,252573,14,0,0,0.0,-0.0,0,0.0,0,0
LOC_9_27491944_GCST005647,9,27491944,High,ot_platform,ENSG00000306113,ENSG00000306113,lncRNA,0,416528,20,0,0,0.0,-0.0,0,0.0,0,0
LOC_9_27491944_GCST005647,9,27491944,High,ot_platform,ENSG00000307594,ENSG00000307594,lncRNA,0,199101,12,0,0,0.0,-0.0,0,0.0,0,0
LOC_9_27491944_GCST005647,9,27491944,High,ot_platform,ENSG00000307610,ENSG00000307610,lncRNA,0,172430,8,0,0,0.0,-0.0,0,0.0,0,0
LOC_9_27491944_GCST005647,9,27491944,High,ot_platform,ENSG00000308922,ENSG00000308922,lncRNA,0,194743,10,0,0,0.0,-0.0,0,0.0,0,0
LOC_9_27491944_GCST005647,9,27491944,High,ot_platform,ENSG00000308938,ENSG00000308938,lncRNA,0,194562,9,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000073060,SCARB1,protein_coding,1,67672,3,0,0,0.0,-0.0,1,0.9999995973302636,54,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000150990,DHX37,protein_coding,0,174135,13,0,1,0.17799410223960876,6.059337111971638,1,0.9999960479294004,9,1
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000184992,BRI3BP,protein_coding,0,178649,14,0,1,0.20308853685855865,7.182921517927443,1,0.9999999974093166,24,1
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000280634,THRIL,lncRNA,0,212414,17,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000081760,AACS,protein_coding,0,250438,21,0,1,0.1899690181016922,5.174821851741191,1,0.9999995275581168,10,1
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000256814,ENSG00000256814,lncRNA,0,335062,25,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000139364,TMEM132B,protein_coding,0,371390,29,0,1,0.145912766456604,6.091474105849496,0,0.0,0,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000150991,UBC,protein_coding,0,102372,8,0,0,0.0,-0.0,1,0.9999826819268646,9,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000178882,RFLNA,protein_coding,0,841755,34,0,1,0.4071498513221741,5.434106562334892,1,0.9999933401591532,5,1
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000196498,NCOR2,protein_coding,0,247384,20,0,0,0.0,-0.0,1,0.9999898221899964,38,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000293207,ENSG00000293207,lncRNA,0,120899,10,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000293836,ENSG00000293836,lncRNA,0,232992,18,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000294609,ENSG00000294609,lncRNA,0,85415,6,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000295034,ENSG00000295034,lncRNA,0,413901,33,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000287242,ENSG00000287242,lncRNA,0,28233,1,1,0,0.0,-0.0,0,0.0,0,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000295411,ENSG00000295411,lncRNA,0,374725,31,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000289940,ENSG00000289940,lncRNA,0,72726,4,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000297098,ENSG00000297098,lncRNA,0,336487,26,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000297099,ENSG00000297099,lncRNA,0,78508,5,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000287240,ENSG00000287240,lncRNA,0,345401,27,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000299684,ENSG00000299684,lncRNA,0,234738,19,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000299894,ENSG00000299894,lncRNA,0,131695,12,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000299911,ENSG00000299911,lncRNA,0,180661,15,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000299930,ENSG00000299930,lncRNA,0,182349,16,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000300933,ENSG00000300933,lncRNA,0,113565,9,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000301157,ENSG00000301157,lncRNA,0,125093,11,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000301546,ENSG00000301546,lncRNA,0,100322,7,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000301985,ENSG00000301985,lncRNA,0,371222,28,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000302981,ENSG00000302981,lncRNA,0,42969,2,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000303311,ENSG00000303311,lncRNA,0,296883,22,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000214650,ENSG00000214650,lncRNA,0,301774,23,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000304132,ENSG00000304132,lncRNA,0,334711,24,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000309790,ENSG00000309790,lncRNA,0,372039,30,0,0,0.0,-0.0,0,0.0,0,0
LOC_12_124814996_GCST90025956,12,124814996,Medium,otg_original,ENSG00000309806,ENSG00000309806,lncRNA,0,391642,32,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_58409607_GCST90025956,15,58409607,Medium,otg_original,ENSG00000225798,ENSG00000225798,lncRNA,0,480360,24,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_58409607_GCST90025956,15,58409607,Medium,otg_original,ENSG00000137776,SLTM,protein_coding,0,524072,25,0,0,0.0,-0.0,1,0.9999989287562748,3,0
LOC_15_58409607_GCST90025956,15,58409607,Medium,otg_original,ENSG00000128918,ALDH1A2,protein_coding,0,88259,4,0,1,0.2543491721153259,8.487647993410816,1,0.999999606040392,6,1
LOC_15_58409607_GCST90025956,15,58409607,Medium,otg_original,ENSG00000166035,LIPC,protein_coding,1,962,1,1,0,0.0,-0.0,0,0.0,0,0
LOC_15_58409607_GCST90025956,15,58409607,Medium,otg_original,ENSG00000259293,LIPC-AS1,lncRNA,0,89128,5,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_58409607_GCST90025956,15,58409607,Medium,otg_original,ENSG00000259476,ENSG00000259476,lncRNA,0,111704,6,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_58409607_GCST90025956,15,58409607,Medium,otg_original,ENSG00000286897,ENSG00000286897,lncRNA,0,340316,16,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_58409607_GCST90025956,15,58409607,Medium,otg_original,ENSG00000259250,ENSG00000259250,lncRNA,0,177900,9,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_58409607_GCST90025956,15,58409607,Medium,otg_original,ENSG00000137845,ADAM10,protein_coding,0,340184,15,0,1,0.5166289806365967,7.056788479105912,1,0.9999840907278518,3,1
LOC_15_58409607_GCST90025956,15,58409607,Medium,otg_original,ENSG00000128923,MINDY2,protein_coding,0,361585,18,0,1,0.6304070353507996,12.133281153280027,1,0.9999997231029246,3,1
LOC_15_58409607_GCST90025956,15,58409607,Medium,otg_original,ENSG00000259402,ENSG00000259402,lncRNA,0,405665,20,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_58409607_GCST90025956,15,58409607,Medium,otg_original,ENSG00000157450,RNF111,protein_coding,0,455568,22,0,0,0.0,-0.0,1,0.9999209310643106,2,0
LOC_15_58409607_GCST90025956,15,58409607,Medium,otg_original,ENSG00000274719,ENSG00000274719,lncRNA,0,418971,21,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_58409607_GCST90025956,15,58409607,Medium,otg_original,ENSG00000259285,ALDH1A2-AS1,lncRNA,0,344382,17,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_58409607_GCST90025956,15,58409607,Medium,otg_original,ENSG00000103569,AQP9,protein_coding,0,271438,14,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_58409607_GCST90025956,15,58409607,Medium,otg_original,ENSG00000289948,ENSG00000289948,lncRNA,0,262776,12,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_58409607_GCST90025956,15,58409607,Medium,otg_original,ENSG00000277229,ENSG00000277229,lncRNA,0,44720,2,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_58409607_GCST90025956,15,58409607,Medium,otg_original,ENSG00000277790,ENSG00000277790,lncRNA,0,46581,3,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_58409607_GCST90025956,15,58409607,Medium,otg_original,ENSG00000245975,MINDY2-DT,lncRNA,0,362513,19,0,1,1.166772723197937,12.133668494707356,0,0.0,0,0
LOC_15_58409607_GCST90025956,15,58409607,Medium,otg_original,ENSG00000296637,ENSG00000296637,lncRNA,0,262449,11,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_58409607_GCST90025956,15,58409607,Medium,otg_original,ENSG00000296673,ENSG00000296673,lncRNA,0,269351,13,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_58409607_GCST90025956,15,58409607,Medium,otg_original,ENSG00000304588,ENSG00000304588,lncRNA,0,125237,8,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_58409607_GCST90025956,15,58409607,Medium,otg_original,ENSG00000304613,ENSG00000304613,lncRNA,0,111962,7,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_58409607_GCST90025956,15,58409607,Medium,otg_original,ENSG00000304632,ENSG00000304632,lncRNA,0,196641,10,0,0,0.0,-0.0,0,0.0,0,0
LOC_15_58409607_GCST90025956,15,58409607,Medium,otg_original,ENSG00000259353,ENSG00000259353,lncRNA,0,456169,23,0,0,0.0,-0.0,0,0.0,0,0
LOC_6_7702426_NEALE2_23129_raw,6,7702426,Medium,otg_original,ENSG00000124802,EEF1E1,protein_coding,0,400133,20,0,1,0.25895798206329346,7.072844728021713,1,0.9999975909965076,4,1
LOC_6_7702426_NEALE2_23129_raw,6,7702426,Medium,otg_original,ENSG00000188428,BLOC1S5,protein_coding,0,361970,18,0,0,0.0,-0.0,1,0.9999944278044278,3,0
LOC_6_7702426_NEALE2_23129_raw,6,7702426,Medium,otg_original,ENSG00000265818,EEF1E1-BLOC1S5,protein_coding,0,400104,19,0,0,0.0,-0.0,1,0.9999992920838474,4,0
LOC_6_7702426_NEALE2_23129_raw,6,7702426,Medium,otg_original,ENSG00000259040,BLOC1S5-TXNDC5,protein_coding,0,361938,17,0,0,0.0,-0.0,1,0.9999944278044278,3,0
LOC_6_7702426_NEALE2_23129_raw,6,7702426,Medium,otg_original,ENSG00000153162,BMP6,protein_coding,1,23673,3,0,1,0.9570791125297546,5.2860071226633165,1,0.999997616806318,9,1
LOC_6_7702426_NEALE2_23129_raw,6,7702426,Medium,otg_original,ENSG00000239264,TXNDC5,protein_coding,0,208362,9,0,1,0.3382057547569275,7.143537716215975,1,0.9999971100532274,7,1
LOC_6_7702426_NEALE2_23129_raw,6,7702426,Medium,otg_original,ENSG00000124783,SSR1,protein_coding,0,354980,15,0,1,1.0760215520858765,16.666827869715476,1,0.999998650515036,7,1
LOC_6_7702426_NEALE2_23129_raw,6,7702426,Medium,otg_original,ENSG00000164304,CAGE1,protein_coding,0,312684,14,0,0,0.0,-0.0,1,0.9999901599839596,2,0
LOC_6_7702426_NEALE2_23129_raw,6,7702426,Medium,otg_original,ENSG00000124784,RIOK1,protein_coding,0,312633,13,0,1,1.0146071910858154,15.386096799743738,1,0.9999822564390136,2,1
LOC_6_7702426_NEALE2_23129_raw,6,7702426,Medium,otg_original,ENSG00000168566,SNRNP48,protein_coding,0,112228,6,0,0,0.0,-0.0,1,0.9999975336200368,4,0
LOC_6_7702426_NEALE2_23129_raw,6,7702426,Medium,otg_original,ENSG00000124782,RREB1,protein_coding,0,594829,25,0,1,1.0917302370071411,5.22795881857809,1,0.999994768246437,35,1
LOC_6_7702426_NEALE2_23129_raw,6,7702426,Medium,otg_original,ENSG00000096696,DSP,protein_coding,0,161100,8,0,0,0.0,-0.0,1,0.999999996619872,4,0
LOC_6_7702426_NEALE2_23129_raw,6,7702426,Medium,otg_original,ENSG00000238221,ENSG00000238221,lncRNA,0,447080,23,0,0,0.0,-0.0,0,0.0,0,0
LOC_6_7702426_NEALE2_23129_raw,6,7702426,Medium,otg_original,ENSG00000285771,ENSG00000285771,lncRNA,0,440285,22,0,0,0.0,-0.0,0,0.0,0,0
LOC_6_7702426_NEALE2_23129_raw,6,7702426,Medium,otg_original,ENSG00000299193,ENSG00000299193,lncRNA,0,284510,12,0,0,0.0,-0.0,0,0.0,0,0
LOC_6_7702426_NEALE2_23129_raw,6,7702426,Medium,otg_original,ENSG00000300628,ENSG00000300628,lncRNA,0,357379,16,0,0,0.0,-0.0,0,0.0,0,0
LOC_6_7702426_NEALE2_23129_raw,6,7702426,Medium,otg_original,ENSG00000300630,ENSG00000300630,lncRNA,0,45759,4,0,0,0.0,-0.0,0,0.0,0,0
LOC_6_7702426_NEALE2_23129_raw,6,7702426,Medium,otg_original,ENSG00000300652,ENSG00000300652,lncRNA,0,812,1,1,0,0.0,-0.0,0,0.0,0,0
LOC_6_7702426_NEALE2_23129_raw,6,7702426,Medium,otg_original,ENSG00000300681,ENSG00000300681,lncRNA,0,10050,2,0,0,0.0,-0.0,0,0.0,0,0
LOC_6_7702426_NEALE2_23129_raw,6,7702426,Medium,otg_original,ENSG00000302021,ENSG00000302021,lncRNA,0,222301,10,0,0,0.0,-0.0,0,0.0,0,0
LOC_6_7702426_NEALE2_23129_raw,6,7702426,Medium,otg_original,ENSG00000285216,ENSG00000285216,lncRNA,0,455736,24,0,0,0.0,-0.0,0,0.0,0,0
LOC_6_7702426_NEALE2_23129_raw,6,7702426,Medium,otg_original,ENSG00000232234,ENSG00000232234,lncRNA,0,400285,21,0,0,0.0,-0.0,0,0.0,0,0
LOC_6_7702426_NEALE2_23129_raw,6,7702426,Medium,otg_original,ENSG00000303868,ENSG00000303868,lncRNA,0,275559,11,0,0,0.0,-0.0,0,0.0,0,0
LOC_6_7702426_NEALE2_23129_raw,6,7702426,Medium,otg_original,ENSG00000261189,DSP-AS1,lncRNA,0,159307,7,0,0,0.0,-0.0,0,0.0,0,0
LOC_6_7702426_NEALE2_23129_raw,6,7702426,Medium,otg_original,ENSG00000300668,ENSG00000300668,lncRNA,0,84444,5,0,0,0.0,-0.0,0,0.0,0,0
LOC_7_80671133_GCST006611,7,80671133,Medium,otg_original,ENSG00000135218,CD36,protein_coding,1,301558,6,0,0,0.0,-0.0,0,0.0,0,0
LOC_7_80671133_GCST006611,7,80671133,Medium,otg_original,ENSG00000075223,SEMA3C,protein_coding,0,251226,3,0,1,0.8228206634521484,5.093852715896435,1,0.9999908246839808,11,1
LOC_7_80671133_GCST006611,7,80671133,Medium,otg_original,ENSG00000127955,GNAI1,protein_coding,0,903105,10,0,0,0.0,-0.0,1,0.9999792743240428,14,0
LOC_7_80671133_GCST006611,7,80671133,Medium,otg_original,ENSG00000214415,GNAT3,protein_coding,0,159069,2,0,0,0.0,-0.0,0,0.0,0,0
LOC_7_80671133_GCST006611,7,80671133,Medium,otg_original,ENSG00000289996,ENSG00000289996,lncRNA,0,540650,9,0,0,0.0,-0.0,0,0.0,0,0
